Event	ID	Name			Wwise Object Path	Notes
	448719855	Destruction_Crystal_Destroy			\Destruction\RegionSpecific\Destruction_Crystal_Destroy	
	1331382810	Ambient_Region_Cave			\Ambient\SoundBankSpecific\Ambient_Region_Cave	
	2644063196	Ambient_WaterDrop			\Ambient\SoundBankSpecific\Ambient_WaterDrop	

Game Parameter	ID	Name			Wwise Object Path	Notes
	762020526	Distance_to_Camera			\Generic\Distance_to_Camera	

Metadata plug-ins	ID	Name	Type				Notes
	402893315	waterdrop_04	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Ambient\Ambient_Emitters\BAS_WaterDrops_04_1901A727.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambiences\Ambiences_Emitters\Emitters\Ambient_Water_Waterdrops\waterdrop_04		2945
	407972354	Player_Footstep_dirt_walk_03	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_walk_03_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_walk\Player_Footstep_dirt_walk_03		48070
	434501617	Player_Footstep_stone_run_02	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_stone_run_02_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_run\Player_Footstep_stone_run_02		25456
	458904515	Player_Footstep_grass_walk_06	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_grass_walk_06_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Woodlands\Player_Footstep_Woodlands_walk\Player_Footstep_grass_walk_06		47032
	464674442	waterdrop_03	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Ambient\Ambient_Emitters\BAS_WaterDrops_03_94096448.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambiences\Ambiences_Emitters\Emitters\Ambient_Water_Waterdrops\waterdrop_03		2831
	489594571	Player_Footstep_stone_run_01	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_stone_run_01_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_run\Player_Footstep_stone_run_01		26756
	501567712	Player_Footstep_grass_run_06	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_grass_run_06_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Woodlands\Player_Footstep_Woodlands_run\Player_Footstep_grass_run_06		25928
	512076338	waterdrop_01	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Ambient\Ambient_Emitters\BAS_WaterDrops_A1247F08.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambiences\Ambiences_Emitters\Emitters\Ambient_Water_Waterdrops\waterdrop_01		3674
	533835470	Player_Footstep_dirt_walk_04	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_walk_04_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_walk\Player_Footstep_dirt_walk_04		45328
	558246075	Player_Footstep_stone_run_03	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_stone_run_03_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_run\Player_Footstep_stone_run_03		26496
	559811686	Player_Footstep_dirt_run_06	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_run_06_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_run\Player_Footstep_dirt_run_06		25928
	576770370	Player_Footstep_stone_run_06	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_stone_run_06_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_run\Player_Footstep_stone_run_06		25928
	576812197	Player_Footstep_grass_run_03	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_grass_run_03_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Woodlands\Player_Footstep_Woodlands_run\Player_Footstep_grass_run_03		26496
	578971414	Player_Footstep_grass_run_05	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_grass_run_05_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Woodlands\Player_Footstep_Woodlands_run\Player_Footstep_grass_run_05		23270
	582942783	Player_Footstep_water_run_06	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_water_run_06_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_run\Player_Footstep_water_run_06		25928
	598636424	Player_Footstep_dirt_walk_02	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_walk_02_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_walk\Player_Footstep_dirt_walk_02		41652
	606020004	Destruction_Crystals	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Objects\BAS_Crystals_Destroy_F85E4111.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Objects\Objects\Object_Destruction\Object_Destruction\Destruction_Crystals		11783
	654673517	Player_Footstep_water_walk_04	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_water_walk_04_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_walk\Player_Footstep_water_walk_04		45328
	660387120	waterdrop_06	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Ambient\Ambient_Emitters\BAS_WaterDrops_06_60BA980C.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambiences\Ambiences_Emitters\Emitters\Ambient_Water_Waterdrops\waterdrop_06		3045
	663296838	Player_Footstep_dirt_run_05	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_run_05_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_run\Player_Footstep_dirt_run_05		23270
	670673669	Player_Footstep_stone_walk_04	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_stone_walk_04_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_walk\Player_Footstep_stone_walk_04		45328
	696098400	Player_Footstep_stone_run_05	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_stone_run_05_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_run\Player_Footstep_stone_run_05		23270
	738144536	waterdrop_02	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Ambient\Ambient_Emitters\BAS_WaterDrops_02_C1DDDDD0.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambiences\Ambiences_Emitters\Emitters\Ambient_Water_Waterdrops\waterdrop_02		2731
	766973702	Player_Footstep_grass_walk_03	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_grass_walk_03_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Woodlands\Player_Footstep_Woodlands_walk\Player_Footstep_grass_walk_03		48070
	769521575	Player_Footstep_dirt_run_02	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_run_02_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_run\Player_Footstep_dirt_run_02		25456
	782286748	Player_Footstep_water_walk_05	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_water_walk_05_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_walk\Player_Footstep_water_walk_05		47410
	798941566	Player_Footstep_stone_walk_01	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_stone_walk_01_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_walk\Player_Footstep_stone_walk_01		47220
	827321451	Player_Footstep_water_run_04	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_water_run_04_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_run\Player_Footstep_water_run_04		26120
	830124314	waterdrop_05	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Ambient\Ambient_Emitters\BAS_WaterDrops_05_F72E1050.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambiences\Ambiences_Emitters\Emitters\Ambient_Water_Waterdrops\waterdrop_05		1873
	844876209	Player_Footstep_stone_walk_02	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_stone_walk_02_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_walk\Player_Footstep_stone_walk_02		51004
	851719321	Player_Footstep_dirt_run_04	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_run_04_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_run\Player_Footstep_dirt_run_04		26120
	867309096	Player_Footstep_stone_run_04	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_stone_run_04_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Stone\Player_Footstep_stone_run\Player_Footstep_stone_run_04		26120
	909991291	Player_Footstep_grass_walk_05	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_grass_walk_05_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Woodlands\Player_Footstep_Woodlands_walk\Player_Footstep_grass_walk_05		47410
	925553325	Player_Footstep_dirt_run_03	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_run_03_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_run\Player_Footstep_dirt_run_03		19252
	951050489	Player_Footstep_water_walk_02	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_water_walk_02_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Water\Player_Footstep_water_walk\Player_Footstep_water_walk_02		51004
	1050040792	Player_Footstep_grass_walk_04	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_grass_walk_04_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Woodlands\Player_Footstep_Woodlands_walk\Player_Footstep_grass_walk_04		45328
	1050875340	Player_Footstep_dirt_walk_05	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Character\Footsteps\BAS_Player_Footstep_dirt_walk_05_8374BCAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\Movement\Footstep_Surface\Player_Footstep_Dirt\Player_Footstep_dirt_walk\Player_Footstep_dirt_walk_05		38718

Streamed Audio	ID	Name	Audio source file	Generated audio file	Wwise Object Path	Notes
	857167900	amb_cave_background_LP	D:\Jenkins\ws\master\wpa-game\Wwise Project\.cache\Mac\SFX\Ambient\Ambient_Background\BAS_amb_cave_background_LP_ADBE6C02.wem	857167900.wem	\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambiences\Ambiences_Background\Ambient_Regions\Ambient_Region_Cave\amb_cave_background_LP	

